,Copenhagen,Aarhus,Odense,Helsinki,Espoo,Tampere,Vantaa,Oulu,Rovaniemi,Turku,Stockholm,Gothenburg,Malmö,Uppsala,Västerås,Örebro,Linköping,Jönköping,Umeå,Östersund,Arjeplog,Luleå,Kiruna,Oslo,Bergen,Stavanger,Trondheim,Drammen,Fredrikstad,Kristiansand,Tromsø,Tønsberg,Hamar,Mo,Bodø,Harstad,Narvik,Alta,Kirkenes,Longyearbyen
Stockholm,33.13317116692163,0.2915540065424314,25.32446795939997,22.69280661364524,0.3052759963061351,1.255517001347385,0.5618080273643279,22.07420114904044,0.1828992020685825,0.9299764332829736,0.0,15.72622138149871,33.7833423914874,0.1328178794547891,0.8488424043382933,0.9276942197802472,1.4555120310722551,1.1570893986786177,1.3410804276444783,1.5585575855904772,1.7271618878432138,15.985642385286468,1.0852849566205278,34.403782745372,39.63078958377697,36.13317588653171,18.00135419185319,0.4064297040929278,0.9889972240650456,1.4884500746353635,22.239917476365417,0.9766981093610636,1.6796962337419652,0.735579482553029,35.0928136184076,19.238168033310323,0.6699015492431121,0.918900024175404,1.5296449781762396,0.2694840151707087
Gothenburg,11.874672555520608,1.903860754812922,11.142206958347508,24.87045612758691,1.167042643990637,0.9894564348594846,1.2965955921821009,13.043935402916643,1.1142712901979617,0.7569030453888563,28.158354087021618,0.0,9.942824018060232,1.150337285342163,0.3868353036589809,0.5717132649677721,0.4530454046406948,0.3820188041402579,1.654907684090121,0.5857009839685628,1.8557050880916095,38.94742838708168,1.1510957304754528,10.005039293300424,18.109188518285343,32.92062921718749,17.858675504397468,0.1922940922395217,1.122434123637812,1.6933392859621488,32.85742355002259,0.3667438174580994,1.352073936536684,0.4565984416025813,12.637263709326028,35.59251206568148,0.5143445264256556,0.5412297461056621,0.0212937137073731,1.743924687568525
Malmö,32.74081846231972,1.2621112914795425,31.25930173785948,10.321699859857212,0.9274807172833992,0.7154143869505861,0.2056775219888926,22.014566982522343,1.843064507678418,0.099317055720375,15.201131972282786,12.263932767199622,0.0,0.4915303742580787,1.818700412721163,0.9467767273838944,0.9432728376208412,1.525939772061459,0.3258945639297531,0.9847854011181004,0.8713707239596983,25.891874169132965,1.9991242524358683,31.93071129287165,18.92529960560995,33.964356829591644,10.974792715936807,0.080318098891741,0.4248077774792607,0.6940148811062341,22.870326511084595,1.2379556982715756,1.8229993200845551,1.0295109389099062,22.54464756190053,6.758505343804375,0.0891248742593231,1.1112967245944168,0.8875936542317221,1.6815771820609913
Uppsala,0.3381455777294535,0.0694438909917582,0.9090967605016492,0.4902075423694698,0.1182364592108981,1.4547046079583053,0.2409541399153499,1.224472610015388,0.5764785053304405,0.3635221797029436,0.7719080153802486,1.6068626369214485,0.796345282271054,0.0,1.5065239054378905,0.2684628676623183,1.5500874109368568,0.4891279833151643,1.3612383971799682,1.1402474785851728,1.859706540079141,0.7868985855911218,0.151007073892192,0.0579278613914807,1.6571799507260512,1.0589765625696357,1.5549832226331997,0.4841626880227991,0.7032658161162028,0.0796056669784115,1.923754802656742,1.3423784552676106,1.8677460737634264,0.5456828867095632,1.2306979502268085,1.363429937219423,0.6487484065100251,1.6992562853309476,1.8953796965424907,1.7720131330380886
Västerås,1.4833526123599576,0.569380065855409,0.5775997633691509,1.927453434483155,0.0403633019526702,1.437778947019446,1.4183674018594192,1.252925291080599,1.9804155152519944,0.637521282812176,0.6931442903106314,0.1763000178341799,0.8967403103566002,0.5368760819449993,0.0,0.6999056703117356,1.672452144706143,1.8722593367844416,0.3877514825702675,0.7575676844758624,1.8586885129884805,0.1423807521646608,0.2028738456605294,0.3423261586283341,1.198521411571212,0.317935096591875,1.9367912352724523,0.9044947639718705,1.013005561493329,0.5083840592947049,0.9525012998207724,1.3305889926212828,1.5073307311690047,1.5126588037656277,1.164224403134295,1.810632354487837,1.6384675376660969,1.5189552671032784,0.130098932927312,0.0336183651949056
Örebro,0.4406456088470364,1.3337767159486356,0.8341710279874407,0.8167643934126373,1.7714820386946353,1.7932144393010407,1.8201670228261,0.6414785914997541,1.3882905092237383,0.5578336989232519,0.3974074694874105,0.385572265547791,0.6973730893099161,0.8713160871640471,1.665279358689035,0.0,0.2573843650759699,1.4751531778418905,1.0722807300948245,0.5901317784984651,0.9957827773749928,0.6138852981585049,1.200242271371846,0.8790109672533836,0.3455229475761799,0.2508344876202795,1.1024574505028175,1.8067778059064847,0.7010362193842175,1.471340212300794,1.3241494827807383,1.8644787303327723,1.645542414252299,1.1418784126328168,1.3209203865035324,1.798805203836389,0.811047193482131,0.6670535175983991,0.0414059455976887,1.6565711268990992
Linköping,1.6059417867986625,0.2268199458382997,1.1621776146427465,0.938683762370437,0.2550440091080407,1.9615250895802323,0.4450978571774437,0.153123676579311,1.197797811413781,1.4829560207234047,0.0842380231734302,1.3242609246795038,1.07393791438388,0.2244647175725958,0.3615972763537969,1.1445891086858395,0.0,0.606788074756311,1.8778651427296056,1.6411056543784206,1.9674630688970527,0.5341482611218197,1.9400527929399944,0.8738430621872846,0.7080872147212341,0.1196920633993194,0.1244752105620131,1.3901822867743765,0.9266994089793752,0.4685128195514893,1.2356612065239607,0.5206590741352202,1.1637108736019568,0.7312333190257269,1.6506334086914016,1.6449783983182231,0.9651537882823548,0.7146218364833309,0.7378683971870073,1.6153147608230711
Jönköping,0.6697953759392717,0.4339375599395551,0.1876829169131075,0.9440523793511286,0.974621555861287,1.684999246597756,0.4580526189632067,0.7743627218634318,1.620643363009508,1.6507747492829676,0.781529930437961,0.929065566107628,0.6205060638815802,1.866458659270238,0.254914656168329,1.8688238575429104,1.3740555746339795,0.0,1.0725128623197278,0.0846649403533018,0.9616804598075764,0.82734124790541,0.3392132477107427,1.3196910149313006,1.9428787965892056,1.1331338459077598,1.4352114873590127,0.1555318960807132,0.8469806517176496,0.2503898006257018,1.2333357543622907,1.878194673264026,1.3303199102938443,0.1720700356625546,0.722239085870464,1.110313491292886,0.8183513571438394,1.6706151407408412,1.633048589325779,1.2314254198043784
Umeå,0.7594467313627564,0.5255660200512234,0.229631150061996,0.722697413303377,0.8380815840712846,1.3581293917060655,1.3231564521091954,0.1588141164896887,0.8026134445536924,0.3799221570903766,0.3304891565272753,1.658058256479747,0.1029921290981899,0.8499820942862002,0.353043238417706,1.7610738270433786,1.1229402162845696,0.4781336600261591,0.0,1.0148060285894251,1.4683429922121694,1.9170736576604788,0.4564830884059295,1.7746399088161031,1.8699221460516309,1.834512678173491,1.2781204265865815,1.2670448957807212,0.818357053703969,1.5097478069615,1.0719621563348452,1.361327381032023,0.868346649620615,1.4683629988054154,1.652453604857007,0.3099437880735759,1.6692008368369715,1.0897871329448083,1.6924384999986442,0.873977378555209
Östersund,0.7705001610584093,1.8318202503841003,0.5173151497458346,1.6915404040665634,0.9783607335686202,1.037908976251494,0.6307671973491784,1.1546235572256511,0.6639181686268985,0.0977534401984715,0.5585572385818249,0.0326305059450495,1.957142478372576,1.9321794754431,0.802407488995164,1.4621742915924991,0.7046960748526415,1.3487644510302326,1.6147514852310385,0.0,1.8945773644906367,0.8124203061823506,1.5709300062529743,0.5465383322515952,1.980857961511424,0.0710238055534152,1.2149870368722195,1.3258218436696276,1.3823302030067752,0.2583674060023962,1.8782889712767985,0.378742892519164,1.2530517384148854,0.4608986366637082,0.6282885057021164,1.1019879126216865,0.8460429687578614,0.3372466899334824,0.3584540767932796,0.8479266805623433
Arjeplog,1.5194202969854915,1.7979700007586212,0.186572771273578,0.7983457369676141,0.2184862161712957,0.0528531116525438,1.3302029916350342,1.2128498950938438,0.3427778453534747,0.4829494095242669,0.0669413522161463,1.6731954672749194,1.949887380176132,0.2882098828534878,0.4783209232552903,1.7394508574149294,1.8543983199532457,0.8508622179574845,0.1202324950927667,0.0979958307117824,0.0,1.1564207348166406,0.7979323156084944,0.0767318066037559,1.1748397367788623,0.0423790224462644,1.5789964771355605,0.6267369889526757,0.0997108459582795,1.1849373975466435,0.8074151405774483,1.948124818447156,1.0975133517573303,0.5649735784532764,1.42468895197527,0.5575541650345684,1.8104017169869788,0.7619495016046054,1.1087397542968864,0.1201347455719731
Luleå,19.91424332832808,1.66807980852877,33.19770818771697,12.85114955987342,0.4676365606009141,1.6382645181822089,1.8621888719352644,8.337632244555124,0.911116106063926,0.6881594723491734,35.474095941010376,7.923372013800657,12.389407989531309,1.5098873084212587,0.1215618209828068,0.9952200538142928,0.8953719286658456,0.6821143343977224,0.8012531843314691,1.0692823621218612,0.3395073696089986,0.0,1.1525518390015137,33.190131525499524,31.605632542655567,10.38649666428208,10.223731440951587,0.5509852481349284,0.7349279581552537,0.8287420511887955,28.78940258916709,0.132227255688354,0.0886519543676114,0.7959829146289399,29.40072922482932,11.77023700347689,1.2901788728873784,0.534459713121793,1.7744504954507625,1.7934660896479009
Kiruna,0.6086286644770265,0.4753876328472162,0.834381864691138,0.4962525386566945,1.3513200097175733,1.6556080754056053,1.3527224192042098,1.6522138855537118,0.8060444811707987,0.3295076020035445,1.4811428758472325,0.7337395201802767,1.3491162339536824,0.555875005123896,0.1808346769172118,1.9853119550657716,0.3292789857025865,1.9770735680476923,1.9550142664815655,1.5917598457379185,1.3256574649223551,1.1640579594971476,0.0,1.7348810598481126,0.5930902528065861,0.9460088007200566,1.2463921393456738,0.8341571422215923,0.8664231790987306,0.6739636416541271,1.1371789970353814,1.7041375654699298,0.4190261884524994,1.870177416731814,1.3843935544214947,1.6500809611064595,1.121257571407423,1.5634430688196457,0.052076786732145,1.6403932410634796
Oslo,6.404860067987828,1.7820284851984678,39.71869615335252,15.292361176187224,0.4364307414458714,1.5354194604389206,0.5209921550221014,35.29468341102712,0.2236283324718038,0.2693912888311293,39.27030442852155,28.584361439450163,34.64105285501335,0.6621721671560057,1.3594378240507967,1.1965988180710223,1.214237237843435,1.3714142698846887,1.1592111627956152,0.8695434912192785,0.5663269348734827,31.900346581962072,0.4680194114063087,0.0,29.23240071540449,13.166648792726432,26.886555948405885,1.4992149689154772,0.4530535000349476,0.1386877357053904,9.584081004796094,1.2198739951966304,1.7019038843269565,0.1090937060461402,30.695294066457617,16.946152608251822,0.9674861724406546,1.85914190869422,0.677303579376974,0.9413671292001824
Bergen,5.478884516623839,0.1815654656095799,14.05070568971744,5.974828428737604,1.2701231455755368,0.8642687464672126,1.1053275014014836,11.112651506371536,0.6059454182844999,1.3343724602083955,38.785595327064,6.764587076077322,36.16345122993431,1.1622247785961928,1.136560742176135,1.0105514997113654,0.1574002900902831,0.1979561664375981,1.2098057712049906,0.6950979714424055,1.836190771823808,19.23066880758153,0.3036972882312294,30.01515917257126,0.0,15.267369750435344,23.39146075745626,1.401708915300237,1.8025229401800995,1.5885385657073188,28.672637375545342,1.3656737011423845,1.8929307951835312,0.6057317130431413,5.038923296866559,14.518409578936954,0.4514249316609531,1.3304324785257164,1.2747489675357475,1.195053537755353
Stavanger,5.568520512330879,1.462980547812282,16.323564436992203,28.276959615232087,1.1220252884342636,0.6986072323472562,0.2864610088661333,8.304661418116833,1.6664062995622029,1.8384271333214848,27.742581636750486,8.620194020116918,19.070952591088425,1.4632996162082113,1.5640453503399347,0.2540728721363554,0.0200608233138571,1.430031350843598,0.7260604284526871,0.5238730366041553,0.0455369901832603,23.91047923665249,1.7052784561434438,38.517107619540575,24.80107327146512,0.0,23.006146470896297,0.1884116432686974,1.1067681470543476,0.7723585763514814,26.249734830925192,0.7896781687955625,0.4957922644317262,0.2080312449521854,16.02214556061135,8.38256920007133,0.3702559626314882,1.974925593987501,0.8993250426751049,1.0731060976799327
Trondheim,35.57664850580254,1.991226422971562,25.39500572706385,33.43658373654601,0.6673432281866171,0.6253730357456364,0.8173533675692292,28.53775419357772,1.3707395447250956,0.6441740806059126,9.662347344782004,27.1338689762928,9.491405176606758,1.1654151662940735,1.3929758135514918,1.4072107628610142,1.5118747791060017,1.7482616547000158,1.0099188040902811,1.465893395268551,1.2459620160243567,11.53239789291889,0.0708654968414281,14.95894849869268,20.50617972181668,26.59870805500297,0.0,1.7029194743963467,0.4085665190782079,0.2685885839989846,38.72179816160146,0.233928227565286,0.9674123188122346,1.1794161830107377,23.94810473176034,8.011125496153012,0.1329132897271663,0.2288571863728506,1.1794636140677728,1.0978028775159558
Drammen,0.4828067682327536,1.2827928008542713,1.6437336540701857,0.1023263404962556,1.006297288225124,1.384834615963327,0.5195776155979804,0.6293863924804353,1.23500304791898,1.797911881018599,1.6236503521997407,1.1745978338171754,1.4658390011593534,0.7423484910114414,1.2891117456355403,0.9430395504325628,0.3960735501859706,1.4094417822769691,1.1217999819506677,0.7300707322681109,1.8244515963556889,0.0614495532969318,0.6452308394740021,0.1326251675997402,1.5377240861188215,1.4101727591453093,0.6760773930979077,0.0,1.3578125463700046,0.8039557078679807,1.51738250701642,0.919283652218678,0.8363138611066978,1.870765232666836,0.5167406177835865,0.2584857331931995,1.1773953642537272,1.939257188322674,0.7681216431798296,0.1428327919849874
Fredrikstad,0.6918244292729435,1.0217446755527255,0.3406075531317831,1.3230423917518543,1.995543790240197,0.9144441624432588,0.7223625423258211,0.813394250332244,0.2479894332224982,1.768881730823923,0.841354797932277,0.7868033346211858,1.326186740402339,0.8952261734436245,1.3035022682395352,0.1416636544589592,1.6311722205700103,1.8821978267012167,1.304555464595584,1.9100405391404451,0.3198359824525273,0.9652840551711004,1.2115773332119857,1.1718385618939495,0.8148943225963056,0.6894071305451975,0.2711115646498292,0.7956500521133109,0.0,0.3420684139088605,1.4740440394545924,0.4334852522792882,0.135959304463377,1.113684952878124,1.1985548707844151,1.746387861335401,1.16242359258701,0.7040520903724226,1.6099635254221147,1.0897522085110938
Kristiansand,0.1769749635697596,1.1403841094202285,1.8178767199348915,0.8046989984864767,0.6067250877616042,0.3040695248956797,0.3198621334320075,0.8768875389968014,1.1994460518398284,0.1796185022358114,1.880345806269828,1.515164562541488,1.181515358201652,1.6603085684592018,0.1787697784879843,0.9641409779115864,1.2675843911860936,1.6607327541142127,1.57126972889755,0.5685971144325312,1.8829427357272244,0.2662047660331233,1.7527645648698813,1.9424616942171449,0.3707639759807986,1.4496908071234949,0.0997653271804369,0.8227371937755268,1.0422409324113946,0.0,1.1696775473010754,1.873155751532148,1.3510563608425057,0.9729303434140892,1.623156571806461,1.9020549854897295,0.0636909743909358,1.9653921190669563,0.190541635346087,1.6324858229521475
Tromsø,14.811716339299435,0.281715722352666,20.39494738998422,27.538480280666477,0.7742846531464805,0.1280395083997439,1.2069330565242589,36.58411466387362,0.7787664245755583,0.4483388997090375,20.490207107648537,6.692694886707331,33.71706545680962,1.6561548056813695,1.1842409175906643,0.7191437200980112,1.603571061602651,1.118280309080967,1.655345970929032,1.270288409314381,1.5731228369613386,25.9497047626216,0.8399993150670191,38.528105097414816,23.938983870759564,26.17813314891884,12.717067379516225,1.2587885630660074,1.1517831459762289,0.3859800279351094,0.0,0.1379824527592245,1.216631453035247,1.5321106933136346,23.319047982270288,12.9370418861876,1.3397135138522092,0.1786093386870124,0.8948307355078702,0.343466181628872
Tønsberg,0.385228921098569,0.4205420193332432,0.7856799729470763,0.1212774071283873,0.8076310130396144,1.0331807452871076,0.976922684233324,0.7779125187980204,1.68151028398009,0.3077468509925981,1.0212795526871206,0.1428420055739775,0.1608882441782612,1.1562543823606506,1.1407164812778854,1.7585063554320248,1.124589877806945,1.9203862204016036,0.1164157998318609,0.2140552158658673,0.1072504059093551,0.3868481636604092,1.0917148196645226,1.2982329192263071,0.1102586127383642,1.8930223618942863,1.6874874457677544,0.6072927146710444,0.1728313098484065,0.3563764049737334,0.2713499392348459,0.0,0.2641018830119148,1.0467521435581533,0.5067779361369326,0.729116638727706,1.9792205601009585,1.3749422128721829,1.8989817207530624,0.3022619789655689
Hamar,0.7766361601684871,1.1183689704990614,0.1719809625397012,0.0282911383833565,1.3474599809178966,1.290802643266842,0.8333618437992313,0.9894952705434248,0.8425771411723374,0.0675299887928799,0.6840357803105757,0.3706228656866339,0.2148798944207101,1.914306459100913,1.2067322555834878,1.4627394427884732,0.6444202116669127,0.7984313163981501,0.4891095079155125,0.2119920285115409,0.3744826421343359,1.599077809687042,1.361540694263876,1.1029191744512443,0.9606779482762008,1.8464198816391264,0.1640151966017634,0.5755896102110736,0.7128769500700138,1.56920310818132,1.9851789479207032,0.4965276192191631,0.0,1.7511285215914196,1.6646330656549468,0.4648216473306979,0.8106785087944607,0.8311522811991878,1.9568769236825851,0.3781659647302187
Mo,1.6023327827874685,0.6817015740627577,1.4671232846367976,0.8516217885054125,1.1651523309707492,1.6685713111857396,1.6122478186680906,1.7355179034086063,0.1380423041824248,1.3902600950186947,0.2971750059090905,0.8433207646764538,1.1062050618082833,0.8174241797987248,1.0488311180899548,1.993122091421266,0.2877302811514524,1.3574029697661223,0.8040819134435181,0.283359401836511,0.3342987914811329,1.8995607503663212,1.7616109634892887,1.8159430816217432,1.9832348961382251,0.4324644722168655,0.7237698879808423,1.345053679251236,0.9779290289240816,0.8484112760891004,0.7284662736844743,1.1956856512480354,1.1596749887073623,0.0,0.3396865114471953,0.9540448782865094,1.1158741168955029,1.1491681386881532,0.4360122419664566,1.4896973566595275
Bodø,5.881968318737437,0.722567073975462,32.307442698747174,24.73625223693908,0.5371016163715033,1.3960071762992343,1.1434340694290253,32.86852633097355,1.4753498686558504,1.2280136856317443,22.08621863587849,9.66137439836332,14.146655625988432,0.8498169563758289,1.2066125882726495,1.0371415533263035,0.5906053613998684,0.0327994284236268,1.0025536593636115,0.5855394573532413,1.4745244354068594,5.838119284466922,1.177959066385466,37.95159831271229,11.104324348902484,21.50773217627084,8.199769713599835,1.258850186277478,1.1100527275805268,0.826583737941408,23.248195751580944,1.7952178237686405,0.4086627185759127,0.0646777331765875,0.0,35.158270964468535,1.1626918231280547,1.783503741814448,1.2019515423580818,1.624118958120211
Harstad,20.038567717430176,1.5047226639507725,36.95645134114496,25.024303730277214,0.3779545981135115,0.5522192777597924,0.4133162622568634,13.639995965850652,0.626702589715052,1.1191648977713131,25.579707031234147,19.92749115346514,26.53972729372924,0.1815183527105045,0.1938207093751567,0.3602223315081637,1.0457934461198826,0.4437094638226608,0.5809031189153031,0.8126194156225283,1.627494925540552,5.485174756950104,1.3057700640685124,28.410678586423987,32.95295231248228,37.64635286711096,5.704824713225144,0.324491736916168,1.7746191622308662,0.9278667531302904,24.760672362671222,1.332793863371832,1.364551876901362,1.8648459985666863,39.89322960940844,0.0,1.4459117726432618,0.5886979942261986,1.7619097565428004,0.1174574107907079
Narvik,0.4775400886915025,1.7968237205781554,0.5272591985899228,0.456889098051062,0.2934880804176895,1.7210412801408947,1.0101153531983516,1.3562885420472266,0.4933514404685588,1.5209200336022086,1.524810979024955,0.6389440893184343,0.83315161336036,0.4351867493117977,1.9535908261793504,1.298293102575655,1.8703968838167209,0.6207033763856837,1.5681440077338418,1.5364001148917892,1.3894781906957523,1.9319651710282648,0.7992395654905048,0.2788203007077194,1.3499835413032404,1.4640334049448682,1.158619935448453,0.4294994284041246,1.0188227645053236,0.6381356784068762,0.8663837257700444,1.2975327801724346,1.4955251905278524,0.4798048879846594,0.8225442140809677,0.5529399105634258,0.0,0.4132905954465009,1.57110669559176,1.820320334985245
Alta,0.7530597276554619,1.5075322702600584,1.796050672941534,1.6953259368498586,0.3819705093076673,1.9134579253964557,0.7658193520503357,0.691696509124196,0.143614028010005,0.9826238351276684,0.2358469589690388,0.5121088454363034,0.6475463910992172,1.6214761205135344,1.7534675277838752,0.61888330857371,1.7202222800642564,1.7173172559921863,1.5340088817620496,0.3104563257500594,1.3868392368634437,1.8911476478695264,1.371430147958971,0.6766013612335112,1.0111470485130458,1.2985355858350862,1.030929409282437,0.2575068246273202,0.6378868084110009,1.6087441404961924,1.7256077312691245,0.291854064776829,1.9057257697494747,0.6710687833402464,1.3313812026868257,1.5086137889942286,1.6276535445830091,0.0,1.8925844104073417,0.6395807050970688
